category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Function	GO:0000987	24	1218	9606	9606.ENSP00000237853,9606.ENSP00000239938,9606.ENSP00000242480,9606.ENSP00000252818,9606.ENSP00000261438,9606.ENSP00000262965,9606.ENSP00000264110,9606.ENSP00000266269,9606.ENSP00000307272,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000322898,9606.ENSP00000331040,9606.ENSP00000339527,9606.ENSP00000351255,9606.ENSP00000351280,9606.ENSP00000354522,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000405890,9606.ENSP00000419153,9606.ENSP00000448665,9606.ENSP00000478927,9606.ENSP00000491215	ELL2,EGR1,EGR2,JUND,KLF3,TCF3,ATF2,PATZ1,RPTOR,SUZ12,EZH2,EBF1,OLIG2,FOXO3,STAT4,ZNF429,TOP1,GATA1,GATA3,PBX1,ZBTB20,DDIT3,YAP1,HNRNPU	3.61e-06	0.0014	Cis-regulatory region sequence-specific DNA binding
Function	GO:0019899	33	2084	9606	9606.ENSP00000239938,9606.ENSP00000242480,9606.ENSP00000252818,9606.ENSP00000258149,9606.ENSP00000260947,9606.ENSP00000262662,9606.ENSP00000262965,9606.ENSP00000264110,9606.ENSP00000266269,9606.ENSP00000268058,9606.ENSP00000268712,9606.ENSP00000269571,9606.ENSP00000275364,9606.ENSP00000292782,9606.ENSP00000307272,9606.ENSP00000324890,9606.ENSP00000338934,9606.ENSP00000339527,9606.ENSP00000355812,9606.ENSP00000356405,9606.ENSP00000358464,9606.ENSP00000364589,9606.ENSP00000364805,9606.ENSP00000369129,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000383295,9606.ENSP00000388107,9606.ENSP00000398698,9606.ENSP00000411532,9606.ENSP00000432511,9606.ENSP00000451506,9606.ENSP00000491215	EGR1,EGR2,JUND,MDM2,BARD1,CDKN2C,TCF3,ATF2,PATZ1,PML,NCOR1,ERBB2,GNA12,DCUN1D1,RPTOR,CD28,EZR,FOXO3,FGFR1OP,CDC73,SHOC2,CUL4A,HSPA1L,DSP,CHEK2,TFRC,NBEA,UBA52,TNF,TOP2A,JAK3,TCL1A,HNRNPU	4.63e-06	0.0016	Enzyme binding
Function	GO:0003682	15	584	9606	9606.ENSP00000239938,9606.ENSP00000242480,9606.ENSP00000264110,9606.ENSP00000264233,9606.ENSP00000266269,9606.ENSP00000298139,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000339527,9606.ENSP00000354522,9606.ENSP00000365858,9606.ENSP00000378699,9606.ENSP00000411532,9606.ENSP00000478927,9606.ENSP00000491215	EGR1,EGR2,ATF2,POLQ,PATZ1,WRN,SUZ12,EZH2,FOXO3,TOP1,GATA1,CDK1,TOP2A,YAP1,HNRNPU	1.58e-05	0.0052	Chromatin binding
Function	GO:0001221	7	114	9606	9606.ENSP00000252818,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000339527,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000405890	JUND,SUZ12,EZH2,FOXO3,GATA1,GATA3,PBX1	2.01e-05	0.0062	Transcription coregulator binding
Function	GO:0140110	30	1931	9606	9606.ENSP00000239938,9606.ENSP00000242480,9606.ENSP00000252818,9606.ENSP00000261438,9606.ENSP00000262965,9606.ENSP00000264110,9606.ENSP00000266269,9606.ENSP00000268058,9606.ENSP00000268712,9606.ENSP00000279146,9606.ENSP00000279873,9606.ENSP00000283928,9606.ENSP00000306522,9606.ENSP00000320147,9606.ENSP00000322898,9606.ENSP00000331040,9606.ENSP00000339527,9606.ENSP00000351255,9606.ENSP00000351280,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000375899,9606.ENSP00000376276,9606.ENSP00000376786,9606.ENSP00000405574,9606.ENSP00000405890,9606.ENSP00000419153,9606.ENSP00000448665,9606.ENSP00000478927,9606.ENSP00000491215	EGR1,EGR2,JUND,KLF3,TCF3,ATF2,PATZ1,PML,NCOR1,AIP,ARID5B,JAZF1,CAMTA1,EZH2,EBF1,OLIG2,FOXO3,STAT4,ZNF429,GATA1,GATA3,SP140,SRSF2,POU2AF1,TBL1XR1,PBX1,ZBTB20,DDIT3,YAP1,HNRNPU	2.02e-05	0.0062	Transcription regulator activity
Function	GO:0000978	22	1196	9606	9606.ENSP00000239938,9606.ENSP00000242480,9606.ENSP00000252818,9606.ENSP00000261438,9606.ENSP00000262965,9606.ENSP00000264110,9606.ENSP00000266269,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000322898,9606.ENSP00000331040,9606.ENSP00000339527,9606.ENSP00000351255,9606.ENSP00000351280,9606.ENSP00000354522,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000405890,9606.ENSP00000419153,9606.ENSP00000448665,9606.ENSP00000478927,9606.ENSP00000491215	EGR1,EGR2,JUND,KLF3,TCF3,ATF2,PATZ1,SUZ12,EZH2,EBF1,OLIG2,FOXO3,STAT4,ZNF429,TOP1,GATA1,GATA3,PBX1,ZBTB20,DDIT3,YAP1,HNRNPU	2.76e-05	0.0076	RNA polymerase II cis-regulatory region sequence-specific DNA binding
Function	GO:0019904	16	695	9606	9606.ENSP00000242480,9606.ENSP00000244537,9606.ENSP00000258149,9606.ENSP00000264110,9606.ENSP00000266970,9606.ENSP00000279146,9606.ENSP00000294129,9606.ENSP00000322898,9606.ENSP00000324856,9606.ENSP00000331040,9606.ENSP00000338934,9606.ENSP00000354522,9606.ENSP00000363689,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000448665	EGR2,H4C6,MDM2,ATF2,CDK2,AIP,NCKIPSD,EBF1,STK11,OLIG2,EZR,TOP1,ID3,GATA1,GATA3,DDIT3	3e-05	0.0078	Protein domain specific binding
Function	GO:0035639	28	1834	9606	9606.ENSP00000233893,9606.ENSP00000246792,9606.ENSP00000256196,9606.ENSP00000264233,9606.ENSP00000266970,9606.ENSP00000269571,9606.ENSP00000275364,9606.ENSP00000287598,9606.ENSP00000295408,9606.ENSP00000298139,9606.ENSP00000302961,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000336701,9606.ENSP00000354522,9606.ENSP00000356832,9606.ENSP00000357305,9606.ENSP00000362608,9606.ENSP00000364805,9606.ENSP00000369897,9606.ENSP00000372023,9606.ENSP00000378699,9606.ENSP00000379616,9606.ENSP00000381097,9606.ENSP00000410402,9606.ENSP00000411532,9606.ENSP00000432511,9606.ENSP00000491215	HSPE1,RRAS,RRAS2,POLQ,CDK2,ERBB2,GNA12,BUB1B,MERTK,WRN,HSPA4,STK11,DDX41,RAD51C,TOP1,SGK1,RIT1,PIM1,HSPA1L,CARS1,CHEK2,CDK1,MYH11,EPHB1,MAP2K4,TOP2A,JAK3,HNRNPU	5.5e-05	0.0136	Purine ribonucleoside triphosphate binding
Function	GO:0042802	31	2144	9606	9606.ENSP00000221972,9606.ENSP00000258149,9606.ENSP00000260947,9606.ENSP00000262965,9606.ENSP00000263209,9606.ENSP00000264110,9606.ENSP00000264233,9606.ENSP00000268058,9606.ENSP00000269571,9606.ENSP00000298139,9606.ENSP00000305699,9606.ENSP00000324890,9606.ENSP00000331040,9606.ENSP00000336747,9606.ENSP00000338934,9606.ENSP00000339477,9606.ENSP00000351255,9606.ENSP00000352798,9606.ENSP00000355812,9606.ENSP00000360944,9606.ENSP00000368632,9606.ENSP00000369897,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376544,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000411532,9606.ENSP00000448665,9606.ENSP00000451506,9606.ENSP00000491215	CD79A,MDM2,BARD1,TCF3,DGCR8,ATF2,POLQ,PML,ERBB2,WRN,HOOK3,CD28,OLIG2,HIP1,EZR,ICOSLG,STAT4,COL18A1,FGFR1OP,STIL,GATA3,CARS1,CHEK2,TFRC,CD79B,PRF1,TNF,TOP2A,DDIT3,TCL1A,HNRNPU	5.6e-05	0.0136	Identical protein binding
Function	GO:0005524	24	1491	9606	9606.ENSP00000233893,9606.ENSP00000264233,9606.ENSP00000266970,9606.ENSP00000269571,9606.ENSP00000287598,9606.ENSP00000295408,9606.ENSP00000298139,9606.ENSP00000302961,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000336701,9606.ENSP00000354522,9606.ENSP00000356832,9606.ENSP00000362608,9606.ENSP00000364805,9606.ENSP00000369897,9606.ENSP00000372023,9606.ENSP00000378699,9606.ENSP00000379616,9606.ENSP00000381097,9606.ENSP00000410402,9606.ENSP00000411532,9606.ENSP00000432511,9606.ENSP00000491215	HSPE1,POLQ,CDK2,ERBB2,BUB1B,MERTK,WRN,HSPA4,STK11,DDX41,RAD51C,TOP1,SGK1,PIM1,HSPA1L,CARS1,CHEK2,CDK1,MYH11,EPHB1,MAP2K4,TOP2A,JAK3,HNRNPU	9.3e-05	0.0209	ATP binding
Function	GO:0032555	28	1903	9606	9606.ENSP00000233893,9606.ENSP00000246792,9606.ENSP00000256196,9606.ENSP00000264233,9606.ENSP00000266970,9606.ENSP00000269571,9606.ENSP00000275364,9606.ENSP00000287598,9606.ENSP00000295408,9606.ENSP00000298139,9606.ENSP00000302961,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000336701,9606.ENSP00000354522,9606.ENSP00000356832,9606.ENSP00000357305,9606.ENSP00000362608,9606.ENSP00000364805,9606.ENSP00000369897,9606.ENSP00000372023,9606.ENSP00000378699,9606.ENSP00000379616,9606.ENSP00000381097,9606.ENSP00000410402,9606.ENSP00000411532,9606.ENSP00000432511,9606.ENSP00000491215	HSPE1,RRAS,RRAS2,POLQ,CDK2,ERBB2,GNA12,BUB1B,MERTK,WRN,HSPA4,STK11,DDX41,RAD51C,TOP1,SGK1,RIT1,PIM1,HSPA1L,CARS1,CHEK2,CDK1,MYH11,EPHB1,MAP2K4,TOP2A,JAK3,HNRNPU	0.0001	0.0222	Purine ribonucleotide binding
Function	GO:1990841	5	63	9606	9606.ENSP00000239938,9606.ENSP00000264110,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000491215	EGR1,ATF2,SUZ12,EZH2,HNRNPU	0.0001	0.0222	Promoter-specific chromatin binding
Function	GO:0140297	12	484	9606	9606.ENSP00000242480,9606.ENSP00000252818,9606.ENSP00000262965,9606.ENSP00000264110,9606.ENSP00000268712,9606.ENSP00000279146,9606.ENSP00000363689,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000405890,9606.ENSP00000448665,9606.ENSP00000478927	EGR2,JUND,TCF3,ATF2,NCOR1,AIP,ID3,GATA1,GATA3,PBX1,DDIT3,YAP1	0.00016	0.0293	DNA-binding transcription factor binding
Function	GO:0044877	21	1261	9606	9606.ENSP00000246792,9606.ENSP00000246868,9606.ENSP00000258149,9606.ENSP00000263464,9606.ENSP00000264110,9606.ENSP00000274063,9606.ENSP00000275364,9606.ENSP00000294129,9606.ENSP00000298139,9606.ENSP00000307272,9606.ENSP00000320147,9606.ENSP00000324856,9606.ENSP00000332353,9606.ENSP00000336747,9606.ENSP00000338934,9606.ENSP00000362608,9606.ENSP00000376197,9606.ENSP00000379616,9606.ENSP00000381097,9606.ENSP00000385814,9606.ENSP00000491215	RRAS,SBDS,MDM2,BIRC3,ATF2,SFRP2,GNA12,NCKIPSD,WRN,RPTOR,EZH2,STK11,PTCH1,HIP1,EZR,PIM1,TFRC,MYH11,EPHB1,RPAIN,HNRNPU	0.00017	0.0301	Protein-containing complex binding
Function	GO:0071837	3	14	9606	9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000368632	EGR2,OLIG2,GATA3	0.0002	0.032	HMG box domain binding
Function	GO:0004672	13	583	9606	9606.ENSP00000266970,9606.ENSP00000269571,9606.ENSP00000287598,9606.ENSP00000295408,9606.ENSP00000324856,9606.ENSP00000354522,9606.ENSP00000356832,9606.ENSP00000362608,9606.ENSP00000372023,9606.ENSP00000378699,9606.ENSP00000381097,9606.ENSP00000410402,9606.ENSP00000432511	CDK2,ERBB2,BUB1B,MERTK,STK11,TOP1,SGK1,PIM1,CHEK2,CDK1,EPHB1,MAP2K4,JAK3	0.00024	0.0363	Protein kinase activity
Function	GO:0030275	3	16	9606	9606.ENSP00000264110,9606.ENSP00000324856,9606.ENSP00000448665	ATF2,STK11,DDIT3	0.00028	0.0421	LRR domain binding
Function	GO:0046982	10	368	9606	9606.ENSP00000244537,9606.ENSP00000260947,9606.ENSP00000262965,9606.ENSP00000264110,9606.ENSP00000268058,9606.ENSP00000269571,9606.ENSP00000333277,9606.ENSP00000336747,9606.ENSP00000411532,9606.ENSP00000448665	H4C6,BARD1,TCF3,ATF2,PML,ERBB2,H3C13,HIP1,TOP2A,DDIT3	0.00028	0.0421	Protein heterodimerization activity
Function	GO:0003712	12	522	9606	9606.ENSP00000268058,9606.ENSP00000268712,9606.ENSP00000279146,9606.ENSP00000279873,9606.ENSP00000283928,9606.ENSP00000306522,9606.ENSP00000320147,9606.ENSP00000376276,9606.ENSP00000376786,9606.ENSP00000405574,9606.ENSP00000478927,9606.ENSP00000491215	PML,NCOR1,AIP,ARID5B,JAZF1,CAMTA1,EZH2,SRSF2,POU2AF1,TBL1XR1,YAP1,HNRNPU	0.00032	0.0432	Transcription coregulator activity
Function	GO:0016773	14	692	9606	9606.ENSP00000262741,9606.ENSP00000266970,9606.ENSP00000269571,9606.ENSP00000287598,9606.ENSP00000295408,9606.ENSP00000324856,9606.ENSP00000354522,9606.ENSP00000356832,9606.ENSP00000362608,9606.ENSP00000372023,9606.ENSP00000378699,9606.ENSP00000381097,9606.ENSP00000410402,9606.ENSP00000432511	PIK3R3,CDK2,ERBB2,BUB1B,MERTK,STK11,TOP1,SGK1,PIM1,CHEK2,CDK1,EPHB1,MAP2K4,JAK3	0.00036	0.0475	Phosphotransferase activity, alcohol group as acceptor
