category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
TISSUES	BTO:0001489	120	13099	9606	"9606.ENSP00000053243,9606.ENSP00000221972,9606.ENSP00000229135,9606.ENSP00000233893,9606.ENSP00000237853,9606.ENSP00000239938,9606.ENSP00000242480,9606.ENSP00000244537,9606.ENSP00000246792,9606.ENSP00000246868,9606.ENSP00000252818,9606.ENSP00000256196,9606.ENSP00000258149,9606.ENSP00000261438,9606.ENSP00000261503,9606.ENSP00000262662,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263209,9606.ENSP00000263464,9606.ENSP00000264110,9606.ENSP00000266970,9606.ENSP00000268053,9606.ENSP00000268058,9606.ENSP00000268712,9606.ENSP00000269571,9606.ENSP00000273857,9606.ENSP00000274063,9606.ENSP00000275364,9606.ENSP00000279146,9606.ENSP00000279873,9606.ENSP00000283928,9606.ENSP00000287598,9606.ENSP00000291574,9606.ENSP00000292782,9606.ENSP00000294129,9606.ENSP00000295408,9606.ENSP00000298139,9606.ENSP00000302961,9606.ENSP00000305480,9606.ENSP00000305699,9606.ENSP00000306522,9606.ENSP00000306999,9606.ENSP00000307199,9606.ENSP00000307272,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000321797,9606.ENSP00000322898,9606.ENSP00000324856,9606.ENSP00000324890,9606.ENSP00000330349,9606.ENSP00000331040,9606.ENSP00000332353,9606.ENSP00000333277,9606.ENSP00000336747,9606.ENSP00000336752,9606.ENSP00000338010,9606.ENSP00000338934,9606.ENSP00000339477,9606.ENSP00000339527,9606.ENSP00000346001,9606.ENSP00000351255,9606.ENSP00000352798,9606.ENSP00000354522,9606.ENSP00000355812,9606.ENSP00000356405,9606.ENSP00000356832,9606.ENSP00000357305,9606.ENSP00000358464,9606.ENSP00000358501,9606.ENSP00000358799,9606.ENSP00000360181,9606.ENSP00000360764,9606.ENSP00000360944,9606.ENSP00000362608,9606.ENSP00000363689,9606.ENSP00000364589,9606.ENSP00000364805,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000369129,9606.ENSP00000369897,9606.ENSP00000371790,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376276,9606.ENSP00000376544,9606.ENSP00000376786,9606.ENSP00000378578,9606.ENSP00000378699,9606.ENSP00000379616,9606.ENSP00000380942,9606.ENSP00000381097,9606.ENSP00000383295,9606.ENSP00000385814,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000405574,9606.ENSP00000405890,9606.ENSP00000406229,9606.ENSP00000410402,9606.ENSP00000410481,9606.ENSP00000410603,9606.ENSP00000411532,9606.ENSP00000419153,9606.ENSP00000428426,9606.ENSP00000431012,9606.ENSP00000432511,9606.ENSP00000448665,9606.ENSP00000451506,9606.ENSP00000457991,9606.ENSP00000478927,9606.ENSP00000480428,9606.ENSP00000491215,9606.ENSP00000494373,9606.ENSP00000497102,9606.ENSP00000498653"	"TNFRSF17,CD79A,IFNG,HSPE1,ELL2,EGR1,EGR2,H4C6,RRAS,SBDS,JUND,RRAS2,MDM2,KLF3,SPECC1,CDKN2C,PIK3R3,GAB1,DGCR8,BIRC3,ATF2,CDK2,CYP11A1,PML,NCOR1,ERBB2,CORIN,SFRP2,GNA12,AIP,ARID5B,JAZF1,BUB1B,TRAPPC10,DCUN1D1,NCKIPSD,MERTK,WRN,HSPA4,FEN1,HOOK3,CAMTA1,ESCO2,AHSP,RPTOR,SUZ12,EZH2,FGF8,EBF1,STK11,CD28,DDX41,OLIG2,PTCH1,H3C13,HIP1,FIP1L1,IL21R,EZR,ICOSLG,FOXO3,RPL3,STAT4,COL18A1,TOP1,FGFR1OP,CDC73,SGK1,RIT1,SHOC2,CD58,RBM15,SH2D1A,EGFL7,STIL,PIM1,ID3,CUL4A,HSPA1L,GATA1,GATA3,DSP,CARS1,FGF9,CHEK2,TFRC,SRSF2,CD79B,POU2AF1,AFF1,CDK1,MYH11,ARHGEF12,EPHB1,NBEA,RPAIN,UBA52,PRF1,TNF,HLA-B,TBL1XR1,PBX1,FAT1,MAP2K4,LTB,FAM131B,TOP2A,ZBTB20,TCEA1,ARHGEF10,JAK3,DDIT3,TCL1A,PHLPP2,YAP1,B4GALT3,HNRNPU,MTAP,CTLA4,DEK"	5.33E-09	1.18E-06	Whole body
TISSUES	BTO:0000737	10	108	9606	"9606.ENSP00000229135,9606.ENSP00000261438,9606.ENSP00000324890,9606.ENSP00000336752,9606.ENSP00000354522,9606.ENSP00000365858,9606.ENSP00000376197,9606.ENSP00000378578,9606.ENSP00000398698,9606.ENSP00000405890"	"IFNG,KLF3,CD28,FIP1L1,TOP1,GATA1,TFRC,AFF1,TNF,PBX1"	8.55E-09	1.73E-06	Leukemia cell line
TISSUES	BTO:0000574	25	1019	9606	"9606.ENSP00000053243,9606.ENSP00000229135,9606.ENSP00000244537,9606.ENSP00000295408,9606.ENSP00000302961,9606.ENSP00000307199,9606.ENSP00000324890,9606.ENSP00000336752,9606.ENSP00000339477,9606.ENSP00000346001,9606.ENSP00000358501,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376786,9606.ENSP00000378699,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000406229,9606.ENSP00000410481,9606.ENSP00000428426,9606.ENSP00000491215,9606.ENSP00000497102"	"TNFRSF17,IFNG,H4C6,MERTK,HSPA4,AHSP,CD28,FIP1L1,ICOSLG,RPL3,CD58,GATA1,GATA3,CHEK2,TFRC,POU2AF1,CDK1,UBA52,PRF1,TNF,FAT1,LTB,TCEA1,HNRNPU,CTLA4"	3.97E-08	7.42E-06	Hematopoietic cell
TISSUES	BTO:0000570	42	2755	9606	"9606.ENSP00000053243,9606.ENSP00000221972,9606.ENSP00000229135,9606.ENSP00000233893,9606.ENSP00000244537,9606.ENSP00000246868,9606.ENSP00000252818,9606.ENSP00000263464,9606.ENSP00000264110,9606.ENSP00000295408,9606.ENSP00000302961,9606.ENSP00000306999,9606.ENSP00000307199,9606.ENSP00000324890,9606.ENSP00000333277,9606.ENSP00000336752,9606.ENSP00000338010,9606.ENSP00000339477,9606.ENSP00000346001,9606.ENSP00000354522,9606.ENSP00000358501,9606.ENSP00000363689,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376276,9606.ENSP00000376544,9606.ENSP00000376786,9606.ENSP00000378699,9606.ENSP00000380942,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000406229,9606.ENSP00000410481,9606.ENSP00000428426,9606.ENSP00000432511,9606.ENSP00000451506,9606.ENSP00000491215,9606.ENSP00000497102"	"TNFRSF17,CD79A,IFNG,HSPE1,H4C6,SBDS,JUND,BIRC3,ATF2,MERTK,HSPA4,ESCO2,AHSP,CD28,H3C13,FIP1L1,IL21R,ICOSLG,RPL3,TOP1,CD58,ID3,GATA1,GATA3,CHEK2,TFRC,SRSF2,CD79B,POU2AF1,CDK1,ARHGEF12,UBA52,PRF1,TNF,HLA-B,FAT1,LTB,TCEA1,JAK3,TCL1A,HNRNPU,CTLA4"	3.85E-07	6.67E-05	Hematopoietic system
TISSUES	BTO:0000089	32	1824	9606	"9606.ENSP00000053243,9606.ENSP00000229135,9606.ENSP00000233893,9606.ENSP00000244537,9606.ENSP00000246868,9606.ENSP00000295408,9606.ENSP00000302961,9606.ENSP00000307199,9606.ENSP00000324890,9606.ENSP00000336752,9606.ENSP00000339477,9606.ENSP00000346001,9606.ENSP00000354522,9606.ENSP00000358501,9606.ENSP00000363689,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376786,9606.ENSP00000378699,9606.ENSP00000380942,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000406229,9606.ENSP00000410481,9606.ENSP00000428426,9606.ENSP00000432511,9606.ENSP00000491215,9606.ENSP00000497102"	"TNFRSF17,IFNG,HSPE1,H4C6,SBDS,MERTK,HSPA4,AHSP,CD28,FIP1L1,ICOSLG,RPL3,TOP1,CD58,ID3,GATA1,GATA3,CHEK2,TFRC,POU2AF1,CDK1,ARHGEF12,UBA52,PRF1,TNF,HLA-B,FAT1,LTB,TCEA1,JAK3,HNRNPU,CTLA4"	7.76E-07	0.00013	Blood
TISSUES	BTO:0000081	72	6444	9606	"9606.ENSP00000233893,9606.ENSP00000237853,9606.ENSP00000239938,9606.ENSP00000242480,9606.ENSP00000244537,9606.ENSP00000246792,9606.ENSP00000256196,9606.ENSP00000258149,9606.ENSP00000261503,9606.ENSP00000262662,9606.ENSP00000262995,9606.ENSP00000263209,9606.ENSP00000264110,9606.ENSP00000266970,9606.ENSP00000268053,9606.ENSP00000268712,9606.ENSP00000269571,9606.ENSP00000273857,9606.ENSP00000275364,9606.ENSP00000279873,9606.ENSP00000283928,9606.ENSP00000287598,9606.ENSP00000294129,9606.ENSP00000302961,9606.ENSP00000305699,9606.ENSP00000307272,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000321797,9606.ENSP00000322898,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000336747,9606.ENSP00000336752,9606.ENSP00000338934,9606.ENSP00000339527,9606.ENSP00000346001,9606.ENSP00000351255,9606.ENSP00000352798,9606.ENSP00000355812,9606.ENSP00000356832,9606.ENSP00000358464,9606.ENSP00000358799,9606.ENSP00000360764,9606.ENSP00000363689,9606.ENSP00000364589,9606.ENSP00000364805,9606.ENSP00000368632,9606.ENSP00000369129,9606.ENSP00000369897,9606.ENSP00000371790,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376276,9606.ENSP00000378578,9606.ENSP00000379616,9606.ENSP00000380942,9606.ENSP00000385814,9606.ENSP00000388107,9606.ENSP00000399168,9606.ENSP00000405574,9606.ENSP00000405890,9606.ENSP00000410402,9606.ENSP00000411532,9606.ENSP00000419153,9606.ENSP00000428426,9606.ENSP00000431012,9606.ENSP00000478927,9606.ENSP00000480428,9606.ENSP00000491215,9606.ENSP00000494373,9606.ENSP00000498653"	"HSPE1,ELL2,EGR1,EGR2,H4C6,RRAS,RRAS2,MDM2,SPECC1,CDKN2C,GAB1,DGCR8,ATF2,CDK2,CYP11A1,NCOR1,ERBB2,CORIN,GNA12,ARID5B,JAZF1,BUB1B,NCKIPSD,HSPA4,HOOK3,RPTOR,SUZ12,EZH2,FGF8,EBF1,STK11,DDX41,HIP1,FIP1L1,EZR,FOXO3,RPL3,STAT4,COL18A1,FGFR1OP,SGK1,SHOC2,RBM15,EGFL7,ID3,CUL4A,HSPA1L,GATA3,DSP,CARS1,FGF9,CHEK2,TFRC,SRSF2,AFF1,MYH11,ARHGEF12,RPAIN,UBA52,HLA-B,TBL1XR1,PBX1,MAP2K4,TOP2A,ZBTB20,TCEA1,ARHGEF10,YAP1,B4GALT3,HNRNPU,MTAP,DEK"	9.87E-07	0.00015	Reproductive system
TISSUES	BTO:0000751	21	924	9606	"9606.ENSP00000053243,9606.ENSP00000229135,9606.ENSP00000244537,9606.ENSP00000295408,9606.ENSP00000302961,9606.ENSP00000324890,9606.ENSP00000336752,9606.ENSP00000339477,9606.ENSP00000346001,9606.ENSP00000368632,9606.ENSP00000372023,9606.ENSP00000376786,9606.ENSP00000378699,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000406229,9606.ENSP00000410481,9606.ENSP00000428426,9606.ENSP00000491215,9606.ENSP00000497102"	"TNFRSF17,IFNG,H4C6,MERTK,HSPA4,CD28,FIP1L1,ICOSLG,RPL3,GATA3,CHEK2,POU2AF1,CDK1,UBA52,PRF1,TNF,FAT1,LTB,TCEA1,HNRNPU,CTLA4"	1.86E-06	0.00026	Leukocyte
TISSUES	BTO:0000775	18	698	9606	"9606.ENSP00000229135,9606.ENSP00000244537,9606.ENSP00000302961,9606.ENSP00000324890,9606.ENSP00000339477,9606.ENSP00000346001,9606.ENSP00000368632,9606.ENSP00000372023,9606.ENSP00000376786,9606.ENSP00000378699,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000406229,9606.ENSP00000410481,9606.ENSP00000428426,9606.ENSP00000491215,9606.ENSP00000497102"	"IFNG,H4C6,HSPA4,CD28,ICOSLG,RPL3,GATA3,CHEK2,POU2AF1,CDK1,UBA52,PRF1,TNF,FAT1,LTB,TCEA1,HNRNPU,CTLA4"	1.99E-06	0.00027	Lymphocyte
TISSUES	BTO:0000083	68	6111	9606	"9606.ENSP00000233893,9606.ENSP00000237853,9606.ENSP00000242480,9606.ENSP00000244537,9606.ENSP00000246792,9606.ENSP00000256196,9606.ENSP00000258149,9606.ENSP00000261503,9606.ENSP00000262662,9606.ENSP00000262995,9606.ENSP00000263209,9606.ENSP00000264110,9606.ENSP00000266970,9606.ENSP00000268053,9606.ENSP00000268712,9606.ENSP00000269571,9606.ENSP00000275364,9606.ENSP00000279873,9606.ENSP00000283928,9606.ENSP00000287598,9606.ENSP00000294129,9606.ENSP00000302961,9606.ENSP00000305699,9606.ENSP00000307272,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000321797,9606.ENSP00000322898,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000336747,9606.ENSP00000336752,9606.ENSP00000338934,9606.ENSP00000339527,9606.ENSP00000346001,9606.ENSP00000351255,9606.ENSP00000352798,9606.ENSP00000355812,9606.ENSP00000356832,9606.ENSP00000358464,9606.ENSP00000358799,9606.ENSP00000360764,9606.ENSP00000363689,9606.ENSP00000364589,9606.ENSP00000364805,9606.ENSP00000368632,9606.ENSP00000369129,9606.ENSP00000369897,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376276,9606.ENSP00000378578,9606.ENSP00000379616,9606.ENSP00000385814,9606.ENSP00000388107,9606.ENSP00000399168,9606.ENSP00000405574,9606.ENSP00000405890,9606.ENSP00000410402,9606.ENSP00000411532,9606.ENSP00000419153,9606.ENSP00000428426,9606.ENSP00000431012,9606.ENSP00000478927,9606.ENSP00000480428,9606.ENSP00000491215,9606.ENSP00000494373,9606.ENSP00000498653"	"HSPE1,ELL2,EGR2,H4C6,RRAS,RRAS2,MDM2,SPECC1,CDKN2C,GAB1,DGCR8,ATF2,CDK2,CYP11A1,NCOR1,ERBB2,GNA12,ARID5B,JAZF1,BUB1B,NCKIPSD,HSPA4,HOOK3,RPTOR,SUZ12,EZH2,FGF8,EBF1,STK11,DDX41,HIP1,FIP1L1,EZR,FOXO3,RPL3,STAT4,COL18A1,FGFR1OP,SGK1,SHOC2,RBM15,EGFL7,ID3,CUL4A,HSPA1L,GATA3,DSP,CARS1,CHEK2,TFRC,SRSF2,AFF1,MYH11,RPAIN,UBA52,HLA-B,TBL1XR1,PBX1,MAP2K4,TOP2A,ZBTB20,TCEA1,ARHGEF10,YAP1,B4GALT3,HNRNPU,MTAP,DEK"	3.34E-06	0.0004	Female reproductive system
TISSUES	BTO:0000753	28	1600	9606	"9606.ENSP00000053243,9606.ENSP00000221972,9606.ENSP00000229135,9606.ENSP00000244537,9606.ENSP00000252818,9606.ENSP00000264110,9606.ENSP00000302961,9606.ENSP00000306999,9606.ENSP00000324890,9606.ENSP00000333277,9606.ENSP00000338010,9606.ENSP00000339477,9606.ENSP00000346001,9606.ENSP00000368632,9606.ENSP00000372023,9606.ENSP00000376276,9606.ENSP00000376544,9606.ENSP00000376786,9606.ENSP00000378699,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000406229,9606.ENSP00000410481,9606.ENSP00000428426,9606.ENSP00000491215,9606.ENSP00000497102"	"TNFRSF17,CD79A,IFNG,H4C6,JUND,ATF2,HSPA4,ESCO2,CD28,H3C13,IL21R,ICOSLG,RPL3,GATA3,CHEK2,SRSF2,CD79B,POU2AF1,CDK1,UBA52,PRF1,TNF,HLA-B,FAT1,LTB,TCEA1,HNRNPU,CTLA4"	4.67E-06	0.00049	Lymphoid tissue
TISSUES	BTO:0001491	62	5378	9606	"9606.ENSP00000221972,9606.ENSP00000229135,9606.ENSP00000233893,9606.ENSP00000244537,9606.ENSP00000246868,9606.ENSP00000252818,9606.ENSP00000258149,9606.ENSP00000261438,9606.ENSP00000262662,9606.ENSP00000263209,9606.ENSP00000263464,9606.ENSP00000264110,9606.ENSP00000268053,9606.ENSP00000268058,9606.ENSP00000268712,9606.ENSP00000269571,9606.ENSP00000275364,9606.ENSP00000279873,9606.ENSP00000302961,9606.ENSP00000305480,9606.ENSP00000305699,9606.ENSP00000307272,9606.ENSP00000320147,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000333277,9606.ENSP00000338934,9606.ENSP00000339477,9606.ENSP00000339527,9606.ENSP00000346001,9606.ENSP00000352798,9606.ENSP00000354522,9606.ENSP00000356405,9606.ENSP00000357305,9606.ENSP00000358501,9606.ENSP00000360764,9606.ENSP00000362608,9606.ENSP00000364589,9606.ENSP00000369129,9606.ENSP00000369897,9606.ENSP00000371790,9606.ENSP00000376197,9606.ENSP00000376276,9606.ENSP00000376544,9606.ENSP00000376786,9606.ENSP00000378699,9606.ENSP00000379616,9606.ENSP00000380942,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000405574,9606.ENSP00000406229,9606.ENSP00000410402,9606.ENSP00000410481,9606.ENSP00000428426,9606.ENSP00000431012,9606.ENSP00000478927,9606.ENSP00000491215,9606.ENSP00000494373,9606.ENSP00000498653"	"CD79A,IFNG,HSPE1,H4C6,SBDS,JUND,MDM2,KLF3,CDKN2C,DGCR8,BIRC3,ATF2,CYP11A1,PML,NCOR1,ERBB2,GNA12,ARID5B,HSPA4,FEN1,HOOK3,RPTOR,EZH2,STK11,DDX41,H3C13,EZR,ICOSLG,FOXO3,RPL3,COL18A1,TOP1,CDC73,RIT1,CD58,EGFL7,PIM1,CUL4A,DSP,CARS1,FGF9,TFRC,SRSF2,CD79B,POU2AF1,CDK1,MYH11,ARHGEF12,UBA52,PRF1,TNF,HLA-B,TBL1XR1,FAT1,MAP2K4,LTB,TCEA1,ARHGEF10,YAP1,HNRNPU,MTAP,DEK"	4.20E-06	0.00049	Viscus
TISSUES	BTO:0003091	75	7090	9606	"9606.ENSP00000233893,9606.ENSP00000237853,9606.ENSP00000239938,9606.ENSP00000242480,9606.ENSP00000244537,9606.ENSP00000246792,9606.ENSP00000256196,9606.ENSP00000258149,9606.ENSP00000261503,9606.ENSP00000262662,9606.ENSP00000262995,9606.ENSP00000263209,9606.ENSP00000264110,9606.ENSP00000266970,9606.ENSP00000268053,9606.ENSP00000268058,9606.ENSP00000268712,9606.ENSP00000269571,9606.ENSP00000273857,9606.ENSP00000275364,9606.ENSP00000279873,9606.ENSP00000283928,9606.ENSP00000287598,9606.ENSP00000294129,9606.ENSP00000302961,9606.ENSP00000305699,9606.ENSP00000307272,9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000321797,9606.ENSP00000322898,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000336747,9606.ENSP00000336752,9606.ENSP00000338934,9606.ENSP00000339527,9606.ENSP00000346001,9606.ENSP00000351255,9606.ENSP00000352798,9606.ENSP00000355812,9606.ENSP00000356405,9606.ENSP00000356832,9606.ENSP00000358464,9606.ENSP00000358799,9606.ENSP00000360764,9606.ENSP00000362608,9606.ENSP00000363689,9606.ENSP00000364589,9606.ENSP00000364805,9606.ENSP00000368632,9606.ENSP00000369129,9606.ENSP00000369897,9606.ENSP00000371790,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376276,9606.ENSP00000378578,9606.ENSP00000379616,9606.ENSP00000380942,9606.ENSP00000385814,9606.ENSP00000388107,9606.ENSP00000399168,9606.ENSP00000405574,9606.ENSP00000405890,9606.ENSP00000410402,9606.ENSP00000411532,9606.ENSP00000419153,9606.ENSP00000428426,9606.ENSP00000431012,9606.ENSP00000478927,9606.ENSP00000480428,9606.ENSP00000491215,9606.ENSP00000494373,9606.ENSP00000498653"	"HSPE1,ELL2,EGR1,EGR2,H4C6,RRAS,RRAS2,MDM2,SPECC1,CDKN2C,GAB1,DGCR8,ATF2,CDK2,CYP11A1,PML,NCOR1,ERBB2,CORIN,GNA12,ARID5B,JAZF1,BUB1B,NCKIPSD,HSPA4,HOOK3,RPTOR,SUZ12,EZH2,FGF8,EBF1,STK11,DDX41,HIP1,FIP1L1,EZR,FOXO3,RPL3,STAT4,COL18A1,FGFR1OP,CDC73,SGK1,SHOC2,RBM15,EGFL7,PIM1,ID3,CUL4A,HSPA1L,GATA3,DSP,CARS1,FGF9,CHEK2,TFRC,SRSF2,AFF1,MYH11,ARHGEF12,RPAIN,UBA52,HLA-B,TBL1XR1,PBX1,MAP2K4,TOP2A,ZBTB20,TCEA1,ARHGEF10,YAP1,B4GALT3,HNRNPU,MTAP,DEK"	4.42E-06	0.00049	Urogenital system
TISSUES	BTO:0004520	4	15	9606	"9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000398698,9606.ENSP00000497102"	"IFNG,CD28,TNF,CTLA4"	7.57E-06	0.00076	Regulatory T-lymphocyte
TISSUES	BTO:0001488	69	6403	9606	"9606.ENSP00000053243,9606.ENSP00000229135,9606.ENSP00000233893,9606.ENSP00000244537,9606.ENSP00000246792,9606.ENSP00000246868,9606.ENSP00000258149,9606.ENSP00000261438,9606.ENSP00000261503,9606.ENSP00000262662,9606.ENSP00000263209,9606.ENSP00000263464,9606.ENSP00000264110,9606.ENSP00000268053,9606.ENSP00000268058,9606.ENSP00000268712,9606.ENSP00000269571,9606.ENSP00000273857,9606.ENSP00000275364,9606.ENSP00000283928,9606.ENSP00000291574,9606.ENSP00000294129,9606.ENSP00000302961,9606.ENSP00000305480,9606.ENSP00000306999,9606.ENSP00000307272,9606.ENSP00000320147,9606.ENSP00000321797,9606.ENSP00000322898,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000336747,9606.ENSP00000336752,9606.ENSP00000338010,9606.ENSP00000339477,9606.ENSP00000346001,9606.ENSP00000351255,9606.ENSP00000352798,9606.ENSP00000354522,9606.ENSP00000355812,9606.ENSP00000356405,9606.ENSP00000358464,9606.ENSP00000358799,9606.ENSP00000360764,9606.ENSP00000364589,9606.ENSP00000364805,9606.ENSP00000369129,9606.ENSP00000369897,9606.ENSP00000372023,9606.ENSP00000376197,9606.ENSP00000376276,9606.ENSP00000379616,9606.ENSP00000380942,9606.ENSP00000388107,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000405574,9606.ENSP00000406229,9606.ENSP00000410402,9606.ENSP00000410603,9606.ENSP00000419153,9606.ENSP00000428426,9606.ENSP00000431012,9606.ENSP00000478927,9606.ENSP00000480428,9606.ENSP00000491215,9606.ENSP00000497102,9606.ENSP00000498653"	"TNFRSF17,IFNG,HSPE1,H4C6,RRAS,SBDS,MDM2,KLF3,SPECC1,CDKN2C,DGCR8,BIRC3,ATF2,CYP11A1,PML,NCOR1,ERBB2,CORIN,GNA12,JAZF1,TRAPPC10,NCKIPSD,HSPA4,FEN1,ESCO2,RPTOR,EZH2,FGF8,EBF1,STK11,DDX41,HIP1,FIP1L1,IL21R,ICOSLG,RPL3,STAT4,COL18A1,TOP1,FGFR1OP,CDC73,SHOC2,RBM15,EGFL7,CUL4A,HSPA1L,DSP,CARS1,CHEK2,TFRC,SRSF2,MYH11,ARHGEF12,UBA52,PRF1,TNF,HLA-B,TBL1XR1,FAT1,MAP2K4,FAM131B,ZBTB20,TCEA1,ARHGEF10,YAP1,B4GALT3,HNRNPU,CTLA4,DEK"	8.83E-06	0.00086	Endocrine gland
TISSUES	BTO:0003099	39	2804	9606	"9606.ENSP00000233893,9606.ENSP00000242480,9606.ENSP00000244537,9606.ENSP00000246792,9606.ENSP00000258149,9606.ENSP00000262662,9606.ENSP00000264110,9606.ENSP00000266970,9606.ENSP00000268053,9606.ENSP00000275364,9606.ENSP00000279873,9606.ENSP00000287598,9606.ENSP00000302961,9606.ENSP00000305699,9606.ENSP00000307272,9606.ENSP00000316578,9606.ENSP00000321797,9606.ENSP00000324856,9606.ENSP00000330349,9606.ENSP00000336752,9606.ENSP00000338934,9606.ENSP00000339527,9606.ENSP00000346001,9606.ENSP00000352798,9606.ENSP00000356832,9606.ENSP00000360764,9606.ENSP00000368632,9606.ENSP00000376197,9606.ENSP00000376276,9606.ENSP00000378578,9606.ENSP00000379616,9606.ENSP00000388107,9606.ENSP00000399168,9606.ENSP00000419153,9606.ENSP00000428426,9606.ENSP00000478927,9606.ENSP00000480428,9606.ENSP00000491215,9606.ENSP00000498653"	"HSPE1,EGR2,H4C6,RRAS,MDM2,CDKN2C,ATF2,CDK2,CYP11A1,GNA12,ARID5B,BUB1B,HSPA4,HOOK3,RPTOR,SUZ12,FGF8,STK11,DDX41,FIP1L1,EZR,FOXO3,RPL3,COL18A1,SGK1,EGFL7,GATA3,TFRC,SRSF2,AFF1,MYH11,UBA52,HLA-B,ZBTB20,TCEA1,YAP1,B4GALT3,HNRNPU,DEK"	1.09E-05	0.00098	Internal female genital organ
